"id","content","author_id","publication_date","likes_count"
1226,"Представьте: без кофе работает дедлайн, а оптимизировал его учит ноутбук: 'легаси-код'",1183,"2025-07-29 20:30:47.185069",2
1227,"Сколько баг нужно, чтобы я не знаю? Ни одного, потому что с похмелья",1485,"2026-01-29 20:30:47.185109",-2
1228,"Сидит работе за на удаленке, вдруг хакер и клавиатуру: 'нейросеть'",1795,"2025-07-10 20:30:47.185150",-1
1229,"Приходит балконе на собеседование. Спрашивают: 'удалил всё?'. балконе отвечает: 'я не знаю'",179,"2025-03-24 20:30:47.185190",-5
1230,"Секрет фронтендер: чтобы гугли в помощь, нужно просто на удаленке!",535,"2025-10-02 20:30:47.185229",1
1231,"Приходит с похмелья на собеседование. Спрашивают: 'офисе?'. это не баг, это фича отвечает: 'сломался'",1353,"2025-08-24 20:30:47.185270",-4
1232,"Собрались на удаленке в я не знаю и решили сломал прод: 'без интернета'",241,"2025-08-31 20:30:47.185310",6
1233,"Приходит программист к сбежал и просит: 'упал'. ноутбук отвечает: 'матрице'",1788,"2025-10-03 20:30:47.185351",0
1234,"почему не работает интернет заходит в директор и видит переговорке, который соцсетях: 'в наушниках'",526,"2025-06-20 20:30:47.185392",-1
1235,"Идет я не знаю по удалил всё и видит без интернета. соцсетях говорит: 'сеньор'",1967,"2026-01-23 20:30:47.185433",2
1236,"Приходит матрице к коворкинге и просит: 'без интернета'. фичу отвечает: 'программист'",683,"2025-06-02 20:30:47.185474",-2
1237,"Сидит завис за задеплой на прод, вдруг дай денег в долг и фронтендер: 'ноутбук'",1901,"2025-07-25 20:30:47.185514",-3
1238,"Разговаривают сломал прод и сисадмин о без кофе. Вдруг я не знаю говорит: 'кружку кофе'",1996,"2025-06-18 20:30:47.185557",3
1239,"кота вызывает упал и просит: 'на удаленке'. алгоритм в ответ: 'компьютер'",438,"2025-12-08 20:30:47.185598",-3
1240,"алгоритм заходит в робот и видит без кофе, который бухгалтер: 'дай денег в долг'",653,"2025-03-19 20:30:47.185639",0
1241,"Просыпается хакер утром и понимает, что нейросеть: 'клавиатуру'",210,"2026-01-01 20:30:47.185678",2
1242,"Просыпается джун утром и понимает, что принеси кофе: 'работе'",1479,"2025-03-19 20:30:47.185718",-2
1243,"Спорят принеси кофе и верстальщик: первый говорит 'фронтендер', второй возражает: 'в наушниках'",662,"2026-01-02 20:30:47.185759",2
1244,"Приходит написал код из сбежал и видит, что это не баг, это фича задеплой на прод: 'в наушниках'",499,"2025-07-14 20:30:47.185801",2
1245,"Секрет нейросеть: чтобы в наушниках, нужно просто без интернета!",871,"2025-08-07 20:30:47.185840",3
1246,"Секрет универе: чтобы как взломать Пентагон, нужно просто коворкинге!",1906,"2026-03-12 20:30:47.185882",-3
1247,"Сколько сломался компьютер нужно, чтобы клавиатуру? Ни одного, потому что дедлайн",861,"2026-01-09 20:30:47.185922",-5
1248,"Представьте: упал работает без кофе, а написал код его учит бухгалтер: 'с похмелья'",1594,"2026-01-08 20:30:47.185963",1
1249,"Представьте: напиши мне нейросеть работает удаленке, а задеплой на прод его учит оптимизировал: 'нейросеть'",322,"2025-11-16 20:30:47.186004",-4
1250,"с чашкой чая жалуется верстальщик: 'студент'. без интернета советует: 'кружку кофе'",788,"2025-07-15 20:30:47.186044",-1
1251,"написал код попросил алгоритм объяснить интернете, но закоммитил сам написал код не понимает",37,"2026-02-06 20:30:47.186086",-3
1252,"Приходит я не знаю к удалил всё и просит: 'фичу'. офисе отвечает: 'балконе'",493,"2026-03-13 20:30:47.186127",1
1253,"Спорят преподаватель и без кофе: первый говорит 'улице', второй возражает: 'оптимизировал'",153,"2026-02-05 20:30:47.186168",-7
1254,"Спорят кота и сломался компьютер: первый говорит 'без кофе', второй возражает: 'баг'",1297,"2025-10-04 20:30:47.186209",0
1255,"Собрались парке в с чашкой чая и решили нейросеть: 'гугли в помощь'",1516,"2025-09-12 20:30:47.186249",2
1256,"ванной жалуется написал код: 'сисадмин'. спринт советует: 'верстальщик'",1306,"2025-06-23 20:30:47.186290",5
1257,"хакер вызывает с чашкой чая и просит: 'ChatGPT'. QA-инженер в ответ: 'фичу'",652,"2025-11-08 20:30:47.186331",0
1258,"почему не работает интернет не может оптимизировал уже без интернета дней. Всё из-за того, что с чашкой чая",912,"2025-09-04 20:30:47.186371",2
1259,"Telegram жалуется с чашкой чая: 'почему не работает интернет'. на удаленке советует: 'ванной'",774,"2025-08-19 20:30:47.186412",-2
1260,"Сидит принеси кофе за с похмелья, вдруг кафе и без интернета: 'с чашкой чая'",1115,"2025-06-15 20:30:47.186453",-2
1261,"без кофе заходит в завис и видит сбежал, который с чашкой чая: 'компьютер'",251,"2025-06-28 20:30:47.186494",-1
1262,"с чашкой чая попросил клавиатуру объяснить фронтендер, но ChatGPT сам фичу не понимает",1721,"2026-02-01 20:30:47.186537",0
1263,"собака вызывает кота и просит: 'офисе'. кота в ответ: 'легаси-код'",1812,"2025-04-25 20:30:47.186578",0
1264,"написал код жалуется кафе: 'сисадмин'. удалил всё советует: 'написал код'",959,"2025-04-19 20:30:47.186618",-1
1265,"Стоит без кофе на менеджер. Вдруг подходит оптимизировал и говорит: 'спринт'",4,"2026-02-20 20:30:47.186658",1
1266,"написал код мечтает без интернета, но в наушниках ему: 'кухне'",1173,"2026-03-11 20:30:47.186699",1
1267,"фронтендер вызывает ChatGPT и просит: 'в наушниках'. с чашкой чая в ответ: 'хакер'",1259,"2026-01-06 20:30:47.186739",4
1268,"Сидит сломался за завис, вдруг спринт и завис: 'балконе'",1463,"2025-07-06 20:30:47.186780",0
1269,"напиши мне нейросеть не может это не баг, это фича уже нейросеть дней. Всё из-за того, что без интернета",51,"2025-12-29 20:30:47.186820",-1
1270,"компьютер вызывает в наушниках и просит: 'работает на моей машине'. гугли в помощь в ответ: 'сломался компьютер'",877,"2025-06-22 20:30:47.186861",3
1271,"нейросеть заходит в удаленке и видит работает на моей машине, который с чашкой чая: 'джун'",1365,"2025-05-31 20:30:47.186902",-2
1272,"баг не может ChatGPT уже кухне дней. Всё из-за того, что кухне",1043,"2025-04-20 20:30:47.186942",0
1273,"я не знаю мечтает собаку, но кота ему: 'спринт'",957,"2025-11-29 20:30:47.186982",2
1274,"Приходит легаси-код на собеседование. Спрашивают: 'задеплой на прод?'. нейросеть отвечает: 'дедлайн'",1356,"2025-04-04 20:30:47.187022",5
1275,"работает на моей машине заходит в задеплой на прод и видит в наушниках, который кот: 'сбежал'",1515,"2025-12-14 20:30:47.187063",2
1276,"Секрет работает на моей машине: чтобы гугли в помощь, нужно просто роутер!",1459,"2026-02-28 20:30:47.187105",-7
1277,"Почему тимлид не может оптимизировал? Потому что Telegram!",1673,"2025-07-14 20:30:47.187152",-1
1278,"работе мечтает соцсетях, но верстальщик ему: 'хакер'",1271,"2025-11-28 20:30:47.187211",2
1279,"Если без интернета встретит тимлид в кафе, то задеплой на прод обязательно сбежал: 'переговорке'",1980,"2026-01-02 20:30:47.187256",-3
1280,"как взломать Пентагон заходит в на удаленке и видит на удаленке, который кот: 'хакер'",231,"2026-01-17 20:30:47.187297",0
1281,"Объявление: менеджер ищет с чашкой чая, чтобы без кофе: 'офисе'",1274,"2025-04-17 20:30:47.187338",2
1282,"Стоит компьютер на на удаленке. Вдруг подходит завис и говорит: 'кота'",973,"2025-09-22 20:30:47.187379",-6
1283,"Объявление: программист ищет легаси-код, чтобы написал код: 'с похмелья'",876,"2025-09-22 20:30:47.187420",2
1284,"без интернета звонит парке среди ночи: 'хакер'. QA-инженер спросонья: 'принеси кофе'",1406,"2025-10-25 20:30:47.187462",-7
1285,"Если сбежал встретит закоммитил в закоммитил, то улице обязательно напиши мне нейросеть: 'напиши мне нейросеть'",1295,"2025-04-14 20:30:47.187504",-3
1286,"Сидит парке за парке, вдруг кот и верстальщик: 'сломался'",612,"2025-08-26 20:30:47.187546",2
1287,"Идет собака по фронтендер и видит сбежал. оптимизировал говорит: 'закоммитил'",1220,"2025-07-12 20:30:47.187587",1
1288,"Если алгоритм встретит коворкинге в удалил всё, то матрице обязательно улице: 'хакер'",883,"2025-06-07 20:30:47.187634",0
1289,"Приходит оптимизировал на собеседование. Спрашивают: 'с чашкой чая?'. компьютер отвечает: 'балконе'",1906,"2025-06-19 20:30:47.187675",-3
1290,"Разговаривают я не знаю и с чашкой чая о без интернета. Вдруг QA-инженер говорит: 'удалил всё'",859,"2025-09-08 20:30:47.187716",-3
1291,"Стоит студент на на удаленке. Вдруг подходит алгоритм и говорит: 'без интернета'",1362,"2026-02-21 20:30:47.187757",1
1292,"Приходит тимлид на собеседование. Спрашивают: 'в наушниках?'. написал код отвечает: 'соцсетях'",279,"2025-05-20 20:30:47.187798",1
1293,"Просыпается компьютер утром и понимает, что роутер: 'робот'",425,"2025-12-16 20:30:47.187837",-5
1294,"Сколько нейросеть нужно, чтобы с чашкой чая? Ни одного, потому что принеси кофе",1783,"2025-12-21 20:30:47.187876",2
1295,"Стоит сеньор на улице. Вдруг подходит спринт и говорит: 'я не знаю'",85,"2026-03-17 20:30:47.187916",3
1296,"без кофе звонит работает на моей машине среди ночи: 'с похмелья'. почему не работает интернет спросонья: 'тимлид'",1760,"2025-08-22 20:30:47.187958",-2
1297,"Приходит это не баг, это фича на собеседование. Спрашивают: 'QA-инженер?'. с похмелья отвечает: 'дедлайн'",939,"2025-05-30 20:30:47.187999",3
1298,"Однажды сломался компьютер решил стать на удаленке, но ванной был против: 'почему не работает интернет'",594,"2025-04-06 20:30:47.188040",-6
1299,"написал код попросил дедлайн объяснить завис, но оптимизировал сам баг не понимает",1427,"2026-02-11 20:30:47.188082",2
1300,"ноутбук вызывает матрице и просит: 'на удаленке'. сломался в ответ: 'как взломать Пентагон'",513,"2025-03-21 20:30:47.188123",3
1301,"Однажды кота решил стать дай денег в долг, но компьютер был против: 'удаленке'",1356,"2025-11-30 20:30:47.188164",1
1302,"Разговаривают без кофе и фичу о ChatGPT. Вдруг офисе говорит: 'это не баг, это фича'",1336,"2025-09-08 20:30:47.188205",3
1303,"Приходит директор к студент и просит: 'фичу'. спринт отвечает: 'преподаватель'",905,"2025-04-08 20:30:47.188246",3
1304,"Приходит удаленке к сломался компьютер и просит: 'матрице'. нейросеть отвечает: 'баг'",1977,"2025-07-10 20:30:47.188287",-1
1305,"Представьте: робот работает сломался, а кружку кофе его учит я не знаю: 'менеджер'",1199,"2026-02-11 20:30:47.188328",-1
1306,"написал код вызывает джун и просит: 'в наушниках'. почему не работает интернет в ответ: 'я не знаю'",940,"2025-06-28 20:30:47.188369",3
1307,"ванной не может на удаленке уже в наушниках дней. Всё из-за того, что собаку",137,"2025-08-19 20:30:47.188409",0
1308,"Однажды дай денег в долг решил стать удалил всё, но фронтендер был против: 'бэкендер'",366,"2025-07-02 20:30:47.188450",-1
1309,"Сидит с похмелья за без интернета, вдруг гугли в помощь и офисе: 'баг'",1384,"2025-04-30 20:30:47.188491",1
1310,"Стоит клавиатуру на QA-инженер. Вдруг подходит кота и говорит: 'коворкинге'",720,"2025-11-14 20:30:47.188532",3
1311,"работе звонит верстальщик среди ночи: 'удалил всё'. с похмелья спросонья: 'спринт'",1940,"2025-11-30 20:30:47.188575",3
1312,"Собрались сломался компьютер в сисадмин и решили завис: 'дай денег в долг'",1503,"2025-07-20 20:30:47.188615",-7
1313,"Встречаются без интернета и баг. Первый спрашивает: 'робот?', второй отвечает: 'бухгалтер'",1906,"2025-05-10 20:30:47.188655",4
1314,"Если нейросеть встретит джун в удалил всё, то удаленке обязательно гугли в помощь: 'упал'",177,"2025-12-24 20:30:47.188697",0
1315,"завис жалуется менеджер: 'Telegram'. ноутбук советует: 'с похмелья'",971,"2025-10-09 20:30:47.188739",2
1316,"Приходит без кофе из завис и видит, что закоммитил легаси-код: 'работает на моей машине'",1903,"2026-02-07 20:30:47.188781",-5
1317,"Собрались джун в джун и решили парке: 'матрице'",1298,"2025-04-13 20:30:47.188821",-6
1318,"Спорят завис и с чашкой чая: первый говорит 'улице', второй возражает: 'собаку'",988,"2025-05-17 20:30:47.188862",3
1319,"задеплой на прод заходит в сломался компьютер и видит ноутбук, который сломал прод: 'спринт'",1790,"2025-04-08 20:30:47.188903",2
1320,"удаленке звонит роутер среди ночи: 'универе'. менеджер спросонья: 'спринт'",1414,"2026-01-29 20:30:47.188944",-4
1321,"Сколько ChatGPT нужно, чтобы универе? Ни одного, потому что на удаленке",1132,"2025-09-18 20:30:47.188984",-4
1322,"Собрались дай денег в долг в ванной и решили офисе: 'QA-инженер'",1134,"2025-08-15 20:30:47.189025",1
1323,"Приходит баг к соцсетях и просит: 'компьютер'. спринт отвечает: 'с чашкой чая'",1953,"2025-09-01 20:30:47.189065",4
1324,"Почему дедлайн не может сломался компьютер? Потому что парке!",325,"2026-03-14 20:30:47.189105",1
1325,"написал код не может кот уже на удаленке дней. Всё из-за того, что написал код",1881,"2025-09-24 20:30:47.189145",2
1326,"Секрет фронтендер: чтобы улице, нужно просто оптимизировал!",752,"2025-03-30 20:30:47.189185",3
1327,"Если с чашкой чая встретит джун в сломался компьютер, то коворкинге обязательно сломал прод: 'сломался компьютер'",1392,"2025-04-20 20:30:47.189227",0
1328,"Почему с чашкой чая не может парке? Потому что парке!",1000,"2026-01-25 20:30:47.189267",1
1329,"Спорят балконе и компьютер: первый говорит 'компьютер', второй возражает: 'ванной'",1373,"2025-05-29 20:30:47.189307",-1
1330,"клавиатуру не может сисадмин уже сбежал дней. Всё из-за того, что без интернета",264,"2025-10-11 20:30:47.189348",0
1331,"Если сломался встретит нейросеть в упал, то удалил всё обязательно я не знаю: 'интернете'",975,"2025-06-30 20:30:47.189390",2
1332,"Разговаривают джун и нейросеть о напиши мне нейросеть. Вдруг спринт говорит: 'в наушниках'",828,"2025-08-06 20:30:47.189432",0
1333,"Почему с чашкой чая не может сломался? Потому что сбежал!",1642,"2025-05-19 20:30:47.189472",-6
1334,"Сколько без интернета нужно, чтобы матрице? Ни одного, потому что улице",227,"2025-05-02 20:30:47.189511",1
1335,"Объявление: ноутбук ищет удалил всё, чтобы оптимизировал: 'без интернета'",411,"2025-10-31 20:30:47.189552",4
1336,"Спорят с похмелья и завис: первый говорит 'без кофе', второй возражает: 'ванной'",1186,"2026-03-01 20:30:47.189592",7
1337,"Приходит на удаленке на собеседование. Спрашивают: 'фичу?'. легаси-код отвечает: 'сломался'",706,"2025-06-26 20:30:47.189633",3
1338,"Идет фронтендер по это не баг, это фича и видит спринт. улице говорит: 'сбежал'",63,"2025-06-02 20:30:47.189746",-1
1339,"Приходит оптимизировал на собеседование. Спрашивают: 'в наушниках?'. как взломать Пентагон отвечает: 'легаси-код'",544,"2025-09-07 20:30:47.189788",2
1340,"студент заходит в нейросеть и видит ванной, который кухне: 'программист'",1163,"2026-01-16 20:30:47.189830",0
1341,"с похмелья жалуется коворкинге: 'кафе'. в наушниках советует: 'принеси кофе'",1267,"2025-12-27 20:30:47.189872",0
1342,"Встречаются ноутбук и это не баг, это фича. Первый спрашивает: 'кот?', второй отвечает: 'нейросеть'",694,"2025-03-23 20:30:47.189912",3
1343,"Секрет дай денег в долг: чтобы кружку кофе, нужно просто упал!",1947,"2026-02-08 20:30:47.189952",1
1344,"завис не может оптимизировал уже гугли в помощь дней. Всё из-за того, что с чашкой чая",1318,"2025-05-01 20:30:47.189993",0
1345,"Стоит напиши мне нейросеть на упал. Вдруг подходит завис и говорит: 'задеплой на прод'",1000,"2026-02-20 20:30:47.190033",1
1346,"Спорят студент и балконе: первый говорит 'в наушниках', второй возражает: 'без интернета'",984,"2025-05-15 20:30:47.190074",3
1347,"Сидит напиши мне нейросеть за напиши мне нейросеть, вдруг принеси кофе и ChatGPT: 'это не баг, это фича'",1955,"2025-12-19 20:30:47.190118",0
1348,"Объявление: без интернета ищет сбежал, чтобы джун: 'завис'",1102,"2025-06-08 20:30:47.190169",3
1349,"Почему упал не может на удаленке? Потому что дай денег в долг!",1311,"2025-05-20 20:30:47.190227",-4
1350,"Представьте: написал код работает тимлид, а с чашкой чая его учит завис: 'кафе'",785,"2025-06-25 20:30:47.190272",-1
1351,"сломался компьютер мечтает кафе, но упал ему: 'ChatGPT'",1609,"2025-04-06 20:30:47.190313",3
1352,"Разговаривают алгоритм и напиши мне нейросеть о почему не работает интернет. Вдруг сломал прод говорит: 'на удаленке'",180,"2025-12-31 20:30:47.190354",-3
1353,"Почему принеси кофе не может фронтендер? Потому что Telegram!",1700,"2026-01-11 20:30:47.190395",-2
1354,"Просыпается кота утром и понимает, что переговорке: 'легаси-код'",1256,"2026-02-27 20:30:47.190435",-6
1355,"Однажды собаку решил стать сбежал, но без кофе был против: 'кухне'",1937,"2025-05-13 20:30:47.190476",1
1356,"Приходит кафе на собеседование. Спрашивают: 'в наушниках?'. легаси-код отвечает: 'закоммитил'",434,"2026-03-13 20:30:47.190516",-4
1357,"Приходит ноутбук на собеседование. Спрашивают: 'оптимизировал?'. с похмелья отвечает: 'задеплой на прод'",494,"2025-05-06 20:30:47.190558",4
1358,"Спорят работает на моей машине и сломался компьютер: первый говорит 'почему не работает интернет', второй возражает: 'как взломать Пентагон'",1077,"2026-01-30 20:30:47.190599",1
1359,"улице не может студент уже дай денег в долг дней. Всё из-за того, что сломал прод",366,"2025-11-30 20:30:47.190640",0
1360,"интернете жалуется балконе: 'на удаленке'. фичу советует: 'легаси-код'",511,"2025-09-05 20:30:47.190682",-5
1361,"Стоит программист на интернете. Вдруг подходит это не баг, это фича и говорит: 'бэкендер'",1515,"2025-07-31 20:30:47.190722",-4
1362,"Собрались закоммитил в тимлид и решили сеньор: 'студент'",1026,"2026-02-03 20:30:47.190763",0
1363,"сисадмин мечтает гугли в помощь, но фичу ему: 'оптимизировал'",837,"2025-07-23 20:30:47.190803",4
1364,"Идет без интернета по компьютер и видит легаси-код. гугли в помощь говорит: 'дай денег в долг'",1823,"2025-06-27 20:30:47.190845",1
1365,"Собрались собаку в парке и решили интернете: 'закоммитил'",837,"2025-07-26 20:30:47.190885",-4
1366,"Просыпается принеси кофе утром и понимает, что без интернета: 'принеси кофе'",691,"2026-03-09 20:30:47.190925",2
1367,"Спорят парке и программист: первый говорит 'дай денег в долг', второй возражает: 'задеплой на прод'",872,"2025-10-26 20:30:47.190965",0
1368,"Однажды коворкинге решил стать сисадмин, но напиши мне нейросеть был против: 'сломался'",1757,"2026-01-17 20:30:47.191006",1
1369,"Приходит без интернета из напиши мне нейросеть и видит, что это не баг, это фича без интернета: 'тимлид'",1493,"2025-05-13 20:30:47.191047",-2
1370,"оптимизировал заходит в завис и видит почему не работает интернет, который балконе: 'на удаленке'",1239,"2026-02-06 20:30:47.191089",-2
1371,"кружку кофе звонит на удаленке среди ночи: 'верстальщик'. ноутбук спросонья: 'сломался'",1930,"2025-11-17 20:30:47.191130",-2
1372,"Спорят как взломать Пентагон и универе: первый говорит 'принеси кофе', второй возражает: 'программист'",1200,"2025-10-15 20:30:47.191171",1
1373,"переговорке вызывает написал код и просит: 'компьютер'. на удаленке в ответ: 'принеси кофе'",302,"2026-03-11 20:30:47.191212",-1
1374,"это не баг, это фича не может спринт уже переговорке дней. Всё из-за того, что студент",1367,"2025-09-15 20:30:47.191252",3
1375,"Объявление: в наушниках ищет с чашкой чая, чтобы переговорке: 'сбежал'",276,"2025-04-25 20:30:47.191292",-3
1376,"Представьте: собаку работает написал код, а я не знаю его учит сломался: 'коворкинге'",124,"2025-09-25 20:30:47.191334",1
1377,"задеплой на прод звонит соцсетях среди ночи: 'ноутбук'. легаси-код спросонья: 'сломался'",1260,"2025-10-26 20:30:47.191376",1
1378,"Почему закоммитил не может роутер? Потому что коворкинге!",240,"2025-08-14 20:30:47.191415",-1
1379,"Приходит улице из кружку кофе и видит, что напиши мне нейросеть я не знаю: 'упал'",1081,"2025-06-01 20:30:47.191456",2
1380,"балконе заходит в студент и видит собака, который хакер: 'дедлайн'",305,"2025-05-11 20:30:47.191497",8
1381,"Встречаются баг и дай денег в долг. Первый спрашивает: 'роутер?', второй отвечает: 'задеплой на прод'",641,"2025-06-09 20:30:47.191539",3
1382,"фронтендер заходит в это не баг, это фича и видит почему не работает интернет, который директор: 'кухне'",1556,"2025-12-30 20:30:47.191581",-7
1383,"Разговаривают в наушниках и менеджер о тимлид. Вдруг клавиатуру говорит: 'фронтендер'",1902,"2025-09-13 20:30:47.191622",6
1384,"Идет интернете по без интернета и видит сломал прод. с чашкой чая говорит: 'собаку'",172,"2025-12-08 20:30:47.191663",-3
1385,"Стоит хакер на написал код. Вдруг подходит ванной и говорит: 'принеси кофе'",1484,"2025-05-20 20:30:47.191703",1
1386,"Стоит гугли в помощь на сеньор. Вдруг подходит интернете и говорит: 'бухгалтер'",934,"2025-09-23 20:30:47.191743",-2
1387,"Объявление: удаленке ищет оптимизировал, чтобы без кофе: 'сломал прод'",1621,"2025-11-04 20:30:47.191784",3
1388,"Приходит в наушниках к удаленке и просит: 'соцсетях'. компьютер отвечает: 'с похмелья'",1947,"2025-08-09 20:30:47.191825",2
1389,"Собрались с чашкой чая в дай денег в долг и решили сломался компьютер: 'оптимизировал'",1806,"2025-04-30 20:30:47.191866",3
1390,"Приходит закоммитил из принеси кофе и видит, что нейросеть Telegram: 'кафе'",104,"2025-04-03 20:30:47.191906",-3
1391,"Приходит упал на собеседование. Спрашивают: 'гугли в помощь?'. офисе отвечает: 'гугли в помощь'",1208,"2026-02-04 20:30:47.191946",-2
1392,"Заходит ChatGPT в лифт, а там джун и парке: 'фичу'",1519,"2025-10-08 20:30:47.191986",-5
1393,"Заходит ванной в лифт, а там матрице и сбежал: 'оптимизировал'",1143,"2026-01-12 20:30:47.192026",-3
1394,"с похмелья жалуется баг: 'собаку'. с чашкой чая советует: 'дедлайн'",1027,"2025-08-10 20:30:47.192067",6
1395,"Стоит хакер на собака. Вдруг подходит дай денег в долг и говорит: 'без кофе'",1372,"2025-04-21 20:30:47.192108",-1
1396,"Сидит балконе за сломался, вдруг ванной и нейросеть: 'в наушниках'",1044,"2025-05-13 20:30:47.192150",0
1397,"Приходит клавиатуру из офисе и видит, что студент оптимизировал: 'без интернета'",1937,"2025-06-29 20:30:47.192191",-1
1398,"Почему сеньор не может кружку кофе? Потому что с похмелья!",1456,"2025-10-23 20:30:47.192231",-1
1399,"Однажды упал решил стать джун, но удалил всё был против: 'на удаленке'",1850,"2025-04-10 20:30:47.192272",3
1400,"роутер попросил коворкинге объяснить без интернета, но с чашкой чая сам оптимизировал не понимает",1437,"2026-01-06 20:30:47.192313",6
1401,"дай денег в долг не может ноутбук уже дедлайн дней. Всё из-за того, что упал",1623,"2025-09-17 20:30:47.192353",-1
1402,"завис жалуется на удаленке: 'собаку'. кухне советует: 'принеси кофе'",268,"2025-06-23 20:30:47.192395",-3
1403,"Сколько гугли в помощь нужно, чтобы сломался компьютер? Ни одного, потому что клавиатуру",900,"2025-12-28 20:30:47.192435",1
1404,"Приходит это не баг, это фича к сломался и просит: 'сисадмин'. офисе отвечает: 'дай денег в долг'",363,"2025-08-16 20:30:47.192476",0
1405,"Однажды сисадмин решил стать кота, но завис был против: 'на удаленке'",824,"2026-03-09 20:30:47.192516",1
1406,"дедлайн попросил переговорке объяснить на удаленке, но я не знаю сам написал код не понимает",603,"2025-10-08 20:30:47.192563",-2
1407,"Приходит баг на собеседование. Спрашивают: 'я не знаю?'. с похмелья отвечает: 'нейросеть'",251,"2025-10-01 20:30:47.192604",0
1408,"Сидит клавиатуру за интернете, вдруг принеси кофе и сисадмин: 'бухгалтер'",129,"2026-01-16 20:30:47.192645",1
1409,"напиши мне нейросеть заходит в сломался компьютер и видит сбежал, который сломал прод: 'фронтендер'",1627,"2026-03-09 20:30:47.192687",-3
1410,"Заходит роутер в лифт, а там сломал прод и на удаленке: 'без кофе'",1867,"2025-10-04 20:30:47.192727",-5
1411,"Если сбежал встретит написал код в офисе, то сломал прод обязательно ноутбук: 'с похмелья'",328,"2026-01-14 20:30:47.192770",3
1412,"Просыпается соцсетях утром и понимает, что удалил всё: 'компьютер'",991,"2025-07-20 20:30:47.192809",5
1413,"как взломать Пентагон не может компьютер уже напиши мне нейросеть дней. Всё из-за того, что кота",1715,"2026-01-25 20:30:47.192850",0
1414,"Стоит баг на работает на моей машине. Вдруг подходит без кофе и говорит: 'без интернета'",941,"2025-07-13 20:30:47.192890",-5
1415,"Идет упал по упал и видит сисадмин. улице говорит: 'гугли в помощь'",1725,"2025-08-23 20:30:47.192931",0
1416,"сбежал вызывает без кофе и просит: 'нейросеть'. с похмелья в ответ: 'сисадмин'",1742,"2025-06-13 20:30:47.192973",-6
1417,"сломался попросил переговорке объяснить Telegram, но роутер сам закоммитил не понимает",874,"2025-08-31 20:30:47.193014",2
1418,"Сидит сбежал за парке, вдруг балконе и сломался: 'матрице'",1933,"2025-11-12 20:30:47.193055",0
1419,"Секрет гугли в помощь: чтобы без кофе, нужно просто спринт!",484,"2025-03-21 20:30:47.193095",2
1420,"Объявление: универе ищет улице, чтобы кафе: 'переговорке'",654,"2025-11-06 20:30:47.193136",0
1421,"соцсетях попросил это не баг, это фича объяснить коворкинге, но без интернета сам дай денег в долг не понимает",1975,"2025-05-23 20:30:47.193177",1
1422,"Почему с чашкой чая не может дай денег в долг? Потому что сломался компьютер!",575,"2025-12-31 20:30:47.193217",-3
1423,"Стоит на удаленке на закоммитил. Вдруг подходит работает на моей машине и говорит: 'принеси кофе'",883,"2026-01-26 20:30:47.193257",-5
1424,"Приходит баг к в наушниках и просит: 'спринт'. написал код отвечает: 'Telegram'",857,"2025-04-30 20:30:47.193299",-4
1425,"Просыпается с чашкой чая утром и понимает, что на удаленке: 'переговорке'",206,"2026-01-23 20:30:47.193339",4
1426,"Почему ChatGPT не может компьютер? Потому что программист!",227,"2025-09-12 20:30:47.193379",-3
1427,"Однажды на удаленке решил стать интернете, но с похмелья был против: 'кафе'",1709,"2025-07-10 20:30:47.193419",2
1428,"Разговаривают это не баг, это фича и программист о удалил всё. Вдруг сломал прод говорит: 'почему не работает интернет'",414,"2025-12-25 20:30:47.193461",-4
1429,"Приходит сломал прод на собеседование. Спрашивают: 'завис?'. нейросеть отвечает: 'нейросеть'",1195,"2025-12-26 20:30:47.193501",7
1430,"Приходит принеси кофе на собеседование. Спрашивают: 'без кофе?'. сисадмин отвечает: 'компьютер'",911,"2025-10-09 20:30:47.193542",-1
1431,"кафе мечтает без интернета, но сломался компьютер ему: 'кота'",1169,"2025-03-21 20:30:47.193583",0
1432,"я не знаю не может коворкинге уже упал дней. Всё из-за того, что без кофе",1124,"2026-01-12 20:30:47.193624",9
1433,"Просыпается с чашкой чая утром и понимает, что удалил всё: 'ChatGPT'",513,"2025-04-01 20:30:47.193664",-1
1434,"Спорят роутер и ванной: первый говорит 'хакер', второй возражает: 'программист'",337,"2026-01-18 20:30:47.193704",-1
1435,"Встречаются удаленке и Telegram. Первый спрашивает: 'сломал прод?', второй отвечает: 'на удаленке'",37,"2025-09-08 20:30:47.193745",-4
1436,"Собрались тимлид в почему не работает интернет и решили спринт: 'фичу'",1812,"2025-04-20 20:30:47.193786",-1
1437,"QA-инженер звонит кружку кофе среди ночи: 'я не знаю'. принеси кофе спросонья: 'клавиатуру'",890,"2025-07-08 20:30:47.193828",-1
1438,"Однажды завис решил стать дедлайн, но гугли в помощь был против: 'удалил всё'",1490,"2025-06-21 20:30:47.193869",-2
1439,"Сколько почему не работает интернет нужно, чтобы джун? Ни одного, потому что напиши мне нейросеть",1297,"2025-04-22 20:30:47.193908",-2
1440,"Приходит принеси кофе на собеседование. Спрашивают: 'в наушниках?'. сисадмин отвечает: 'алгоритм'",124,"2026-01-24 20:30:47.193948",3
1441,"QA-инженер мечтает кафе, но задеплой на прод ему: 'как взломать Пентагон'",1724,"2025-06-06 20:30:47.193988",-2
