"id","user_id","anecdote_id","value"
19276,1123,12177,-1
19277,1179,17992,1
19278,74,7965,1
19279,1621,6471,-1
19280,354,17835,1
19281,748,6446,1
19282,1006,14278,1
19283,1504,15178,1
19284,222,206,1
19285,108,9476,1
19286,1004,14614,1
19287,466,6177,-1
19288,23,5839,-1
19289,1444,1442,1
19290,1511,17617,1
19291,454,2180,1
19292,870,17759,1
19293,1986,392,-1
19294,214,8068,1
19295,1612,13521,1
19296,903,9796,-1
19297,127,8178,-1
19298,473,13368,-1
19299,524,8373,1
19300,1520,11875,1
19301,841,430,-1
19302,1872,2674,-1
19303,1418,18540,1
19304,1350,16099,-1
19305,553,5948,-1
19306,1597,19084,1
19307,108,12156,1
19308,1789,8770,1
19309,400,17090,-1
19310,471,19838,1
19311,998,1486,-1
19312,1923,17331,-1
19313,1000,8023,1
19314,1282,17277,-1
19315,1571,4874,1
19316,412,19693,-1
19317,384,12248,-1
19318,1427,17541,-1
19319,261,12227,1
19320,540,11822,-1
19321,1354,6618,-1
19322,1253,5974,-1
19323,139,17216,-1
19324,87,290,1
19325,1035,10274,-1
19326,1558,8679,-1
19327,1678,4268,-1
19328,1284,4345,1
19329,1672,3731,-1
19330,349,9506,-1
19331,718,7100,-1
19332,608,3033,-1
19333,1571,14711,1
19334,537,7768,1
19335,1012,7553,-1
19336,1335,8013,-1
19337,684,8677,1
19338,959,844,-1
19339,167,520,-1
19340,1410,13490,1
19341,356,9680,1
19342,1543,10341,1
19343,1458,3623,-1
19344,1304,14941,1
19345,331,1026,-1
19346,1047,9628,1
19347,1929,19607,1
19348,1346,18042,1
19349,315,10435,1
19350,1519,14117,1
19351,482,12028,-1
19352,1445,19812,1
19353,1132,13075,-1
19354,230,8804,-1
19355,1104,10990,1
19356,1748,149,1
19357,72,6152,-1
19358,195,12109,1
19359,19,8343,-1
19360,1961,17879,-1
19361,332,13698,1
19362,224,10511,-1
19363,676,8964,-1
19364,1475,2802,-1
19365,241,16370,-1
19366,1165,11682,1
19367,95,16735,-1
19368,1384,15635,1
19369,1504,6798,-1
19370,1265,19093,-1
19371,1303,761,1
19372,689,19810,-1
19373,533,13126,1
19374,773,17736,1
19375,640,4743,1
19376,1789,3528,-1
19377,379,9378,1
19378,1534,10968,-1
19379,1994,8115,-1
19380,1539,10077,-1
19381,1967,9068,1
19382,1669,8177,1
19383,739,14693,-1
19384,914,4905,-1
19385,1819,9615,1
19386,1898,9372,-1
19387,648,6517,-1
19388,1859,3171,-1
19389,1345,2516,1
19390,1766,14987,-1
19391,1865,1780,-1
19392,1002,18016,1
19393,1448,6646,-1
19394,1415,543,1
19395,1953,5038,-1
19396,1978,6357,-1
19397,545,8645,1
19398,1343,2216,-1
19399,1308,8214,-1
19400,1201,7544,1
19401,409,6823,-1
19402,1994,11997,1
19403,1295,3506,-1
19404,482,4210,1
19405,1169,18680,1
19406,1114,2766,-1
19407,1120,11319,-1
19408,1616,2524,-1
19409,1918,9196,1
19410,636,7975,1
19411,1476,6602,-1
19412,647,14192,1
19413,1492,15251,1
19414,1073,15912,1
19415,1067,9209,-1
19416,596,7075,1
19417,192,5017,1
19418,1458,19066,-1
19419,947,3746,1
19420,739,17422,-1
19421,132,950,1
19422,987,11457,1
19423,987,886,-1
19424,1339,13273,-1
19425,353,9605,1
19426,1366,12235,-1
19427,367,18238,-1
19428,1937,6179,-1
19429,788,18627,-1
19430,123,2093,1
19431,1044,2327,-1
19432,1618,13738,1
19433,703,10143,1
19434,1584,3880,-1
19435,424,11965,-1
19436,1404,1242,1
19437,1374,13973,-1
19438,1105,5946,-1
19439,991,2346,-1
19440,169,18795,-1
19441,1847,5617,-1
19442,1882,19466,1
19443,1869,19846,-1
19444,1170,6653,-1
19445,969,15523,1
19446,998,1964,-1
19447,732,9164,-1
19448,116,8508,-1
19449,181,6806,1
19450,207,11061,1
19451,745,7003,-1
19452,611,19985,1
19453,284,7140,-1
19454,821,11573,-1
19455,357,4870,-1
19456,218,641,-1
19457,1421,4169,-1
19458,191,4849,1
19459,508,7953,-1
19460,1515,16603,-1
19461,826,3435,-1
19462,734,15509,1
19463,970,7378,-1
19464,1444,9228,-1
19465,1420,4865,-1
19466,1268,5552,1
19467,1325,2903,1
19468,288,10436,-1
19469,242,12319,1
19470,1172,9013,-1
19471,1374,9758,1
19472,1546,18058,-1
19473,549,18565,1
19474,1594,841,-1
19475,671,12015,1
19476,1628,8457,-1
19477,1741,16408,1
19478,608,10276,-1
19479,1218,14883,1
19480,786,19773,1
19481,847,9787,1
19482,862,12372,-1
19483,466,14919,-1
19484,789,8202,-1
19485,1833,3089,-1
19486,537,9532,-1
19487,5,13544,-1
19488,1145,1219,1
19489,273,4541,-1
19490,1786,10690,-1
19491,587,5555,-1
19492,1297,7622,1
19493,1462,16126,-1
19494,1792,4805,1
19495,142,12820,-1
19496,1755,2473,-1
19497,1361,203,1
19498,650,19018,-1
19499,1553,6053,1
19500,618,10459,-1
19501,1568,16237,1
19502,1732,4843,1
19503,370,19674,1
19504,1569,13172,1
19505,1494,12929,-1
19506,399,17922,1
19507,154,12042,-1
19508,158,19889,1
19509,903,6972,1
19510,975,5020,1
19511,317,4343,-1
19512,1963,15267,1
19513,1815,19911,-1
19514,642,15622,-1
19515,1310,1165,1
19516,934,17124,-1
19517,1213,1821,1
19518,1990,7662,-1
19519,1381,17685,1
19520,982,9153,1
19521,507,15090,-1
19522,1159,19316,-1
19523,1976,3860,-1
19524,1432,15555,1
19525,158,16598,-1
19526,1274,4898,-1
19527,1085,14640,-1
19528,1219,1147,1
19529,870,7839,-1
19530,644,1542,-1
19531,218,17228,-1
19532,44,9505,-1
19533,142,19290,1
19534,744,15989,-1
19535,679,2589,1
19536,74,6811,-1
19537,560,19061,1
19538,322,1762,1
19539,526,14051,1
19540,1959,1437,-1
19541,1939,5056,1
19542,1624,12694,-1
19543,794,2343,1
19544,1485,18558,1
19545,32,12597,1
19546,1586,13677,-1
19547,208,9215,-1
19548,831,19171,-1
19549,534,8722,-1
19550,1435,6875,-1
19551,891,12748,1
19552,1003,14146,1
19553,716,3728,-1
19554,1539,12092,-1
19555,1294,5926,1
19556,165,4287,-1
19557,1535,13437,1
19558,1657,17087,1
19559,785,3660,1
19560,57,2796,-1
19561,498,19697,1
19562,1977,18494,-1
19563,640,7925,1
19564,1614,11381,-1
19565,1111,15604,-1
19566,625,1064,1
19567,1641,12867,-1
19568,1212,18806,-1
19569,1977,17691,-1
19570,1892,9266,1
19571,566,2700,1
19572,514,17692,-1
19573,283,10690,1
19574,715,15153,1
19575,187,15862,1
19576,1203,14701,1
19577,1027,7100,-1
19578,281,2531,-1
19579,90,13338,-1
19580,966,17869,1
19581,698,18229,-1
19582,537,9506,1
19583,1573,15416,1
19584,378,10352,1
19585,834,6023,-1
19586,1233,3290,-1
19587,1012,17660,-1
19588,274,13129,-1
19589,618,11152,1
19590,1371,8734,-1
19591,101,19527,-1
19592,1134,11917,-1
19593,302,16603,1
19594,1781,9504,-1
19595,1321,14076,-1
19596,1799,4668,1
19597,1831,19821,1
19598,1722,5689,1
19599,624,16694,1
19600,210,8524,1
19601,620,9598,-1
19602,427,4118,-1
19603,1669,15119,-1
19604,271,1424,-1
19605,1186,11261,-1
19606,1881,13995,-1
19607,1305,10134,1
19608,1885,1315,-1
19609,613,10088,1
19610,677,17138,-1
19611,300,849,1
19612,915,8392,1
19613,1216,16040,-1
19614,479,4845,-1
19615,1860,14225,-1
19616,119,16279,-1
19617,169,17953,-1
19618,1936,9003,1
19619,1334,2236,-1
19620,538,9905,1
19621,80,9134,-1
19622,1561,12445,-1
19623,46,17700,-1
19624,870,16846,-1
19625,1427,14080,-1
19626,784,16772,1
19627,1931,15570,-1
19628,164,12821,1
19629,791,4561,-1
19630,1238,6752,-1
19631,1318,14448,1
19632,679,15714,-1
19633,320,16917,-1
19634,93,9326,1
19635,955,12090,1
19636,1049,4346,1
19637,612,17137,1
19638,538,10453,-1
19639,1973,16214,1
19640,156,18174,-1
19641,1009,9971,-1
19642,715,16376,1
19643,1874,17845,-1
19644,1673,10655,-1
19645,1233,4682,-1
19646,340,16171,-1
19647,1771,10691,-1
19648,576,1482,-1
19649,831,2696,-1
19650,821,12399,1
19651,1607,5919,-1
19652,931,12225,-1
19653,1397,10484,1
19654,105,10083,-1
19655,1091,7691,-1
19656,603,11545,-1
19657,258,16429,-1
19658,1685,1047,1
19659,1502,8902,1
19660,1624,15888,-1
19661,1245,6940,-1
19662,5,12141,-1
19663,567,10965,1
19664,1186,13224,-1
19665,397,8297,-1
19666,1305,18487,-1
19667,170,14434,-1
19668,1370,1627,-1
19669,1509,16219,1
19670,1630,6838,1
19671,1968,9766,1
19672,1899,6924,-1
19673,311,17869,1
19674,218,19257,-1
19675,1647,9727,1
19676,1866,19208,-1
19677,1500,8847,-1
19678,1428,2536,-1
19679,1946,19055,1
19680,358,12635,-1
19681,1318,18302,-1
19682,1182,6641,-1
19683,1464,5417,1
19684,1896,16717,-1
19685,1018,13941,-1
19686,178,13128,-1
19687,1955,1918,1
19688,708,9786,1
19689,64,14802,-1
19690,1171,19179,1
19691,389,4582,-1
19692,615,1932,1
19693,783,1049,1
19694,1311,11976,-1
19695,604,16994,1
19696,1127,10621,-1
19697,1832,17043,-1
19698,269,9760,1
19699,1227,6000,1
19700,1660,7563,1
19701,1892,2463,-1
19702,630,7831,-1
19703,104,9116,1
19704,771,5920,-1
19705,1784,17335,1
19706,1377,12316,1
19707,1454,17214,-1
19708,119,17514,-1
19709,505,16307,-1
19710,354,1110,1
19711,108,11563,1
19712,1652,3626,1
19713,517,11320,-1
19714,1207,15317,-1
19715,909,13748,1
19716,62,18872,-1
19717,1951,5698,-1
19718,1108,19939,1
19719,362,1695,1
19720,87,17569,-1
19721,1075,7435,1
19722,337,12202,1
19723,565,10905,1
19724,1803,11067,1
19725,1054,8124,1
19726,1651,6750,1
19727,322,16106,1
19728,1165,14091,1
19729,1541,5313,1
19730,261,4962,-1
19731,665,4120,1
19732,131,2668,1
19733,734,10654,-1
19734,851,7599,-1
19735,1392,4146,1
19736,1330,10616,1
19737,1138,16281,1
19738,1671,6663,-1
19739,263,2989,-1
19740,157,2865,-1
19741,1943,14962,-1
19742,399,7194,1
19743,1444,14581,-1
19744,879,15996,-1
19745,1557,2149,-1
19746,1049,16223,1
19747,1111,276,1
19748,1885,7951,1
19749,1021,15538,-1
19750,1374,3036,1
19751,690,1277,-1
19752,1227,19907,-1
19753,1103,2934,-1
19754,100,10230,-1
19755,1794,9991,1
19756,1045,16824,-1
19757,1017,9295,-1
19758,984,3780,1
19759,1887,8748,-1
19760,876,14266,-1
19761,304,11805,1
19762,970,2925,1
19763,131,2496,1
19764,1440,3173,-1
19765,882,14651,-1
19766,1640,10115,1
19767,1202,5318,-1
19768,1682,3209,-1
19769,1050,15245,1
19770,1204,8758,1
19771,184,16493,1
19772,712,1010,1
19773,1609,5022,1
19774,786,7085,1
19775,49,8264,1
19776,423,13825,-1
19777,1155,17182,1
19778,1433,2706,-1
19779,280,1632,-1
19780,165,2327,1
19781,1291,11032,-1
19782,215,15833,1
19783,1346,9951,1
19784,1685,13956,1
19785,835,10029,-1
19786,891,17721,1
19787,99,12615,1
19788,482,6012,1
19789,223,11375,-1
19790,1887,286,-1
19791,522,10894,1
19792,1515,6148,1
19793,317,19286,-1
19794,497,16033,1
19795,1389,15891,-1
19796,1256,5584,1
19797,251,9833,1
19798,459,13184,-1
19799,1569,2308,-1
19800,4,11638,-1
19801,1005,4563,-1
19802,697,3401,-1
19803,1087,7877,-1
19804,1358,74,1
19805,532,14957,-1
19806,1458,12217,-1
19807,1304,18667,1
19808,806,636,-1
19809,570,8051,1
19810,774,15312,1
19811,1179,19786,1
19812,615,6248,-1
19813,1735,5301,-1
19814,696,12364,1
19815,1007,11494,-1
19816,484,2339,1
19817,562,7996,1
19818,356,363,-1
19819,1123,13488,-1
19820,1040,19483,1
19821,1393,18301,-1
19822,271,11594,1
19823,809,7699,1
19824,212,930,-1
19825,820,10765,-1
19826,1726,7452,-1
19827,1520,17335,-1
19828,1898,14376,-1
19829,1918,5290,1
19830,615,4372,1
19831,1748,5072,-1
19832,384,15365,-1
19833,1161,12397,1
19834,1070,15052,1
19835,1226,5910,-1
19836,1574,8477,1
19837,461,15644,1
19838,1145,14375,-1
19839,1017,8167,-1
19840,850,3583,1
19841,463,3873,1
19842,1558,2802,-1
19843,1943,17570,1
19844,1652,15728,1
19845,1000,6071,-1
19846,1548,15254,1
19847,377,8160,1
19848,40,2641,-1
19849,306,12189,1
19850,1463,219,-1
19851,1862,747,1
19852,169,11641,1
19853,621,12402,1
19854,611,10411,1
19855,730,2438,-1
19856,280,4327,-1
19857,1656,15983,-1
19858,83,18302,-1
19859,720,11416,1
19860,1639,4078,1
19861,730,6823,-1
19862,1426,8334,1
19863,986,7367,-1
19864,306,5140,-1
19865,961,12091,-1
19866,148,4496,1
19867,1109,4138,1
19868,521,5119,1
19869,223,9340,1
19870,1041,5326,-1
19871,1681,2412,1
19872,1950,126,-1
19873,1318,8786,1
19874,467,14377,-1
19875,1902,6225,-1
19876,900,16296,-1
19877,174,19502,-1
19878,220,8811,1
19879,1311,5905,-1
19880,669,9668,1
19881,1240,16974,-1
19882,468,6534,1
19883,1192,7016,-1
19884,1491,5010,1
19885,1803,9347,-1
19886,1549,13524,1
19887,1698,12291,1
19888,1857,2251,1
19889,310,6197,-1
19890,22,17417,1
19891,1893,7224,-1
19892,100,6759,1
19893,676,7561,1
19894,779,15130,1
19895,868,4095,1
19896,1960,11514,1
19897,316,1198,-1
19898,809,11915,-1
19899,1733,7062,-1
19900,1969,5806,1
19901,1655,12280,-1
19902,795,1271,1
19903,1662,5374,1
19904,688,19499,1
19905,1535,18182,1
19906,706,4407,1
19907,1646,11669,-1
19908,809,2938,1
19909,1045,10656,1
19910,1917,6228,-1
19911,1545,8359,-1
19912,924,1782,1
19913,997,13831,-1
19914,1705,14087,-1
19915,1465,4915,1
19916,1142,13145,1
19917,1799,10552,1
19918,1941,521,-1
19919,32,5849,-1
19920,1088,8328,1
19921,1723,1013,1
19922,1288,879,1
19923,1397,9938,1
19924,426,4059,-1
19925,1536,10277,-1
19926,603,12202,-1
19927,135,17417,-1
19928,12,20,1
19929,1278,1491,1
19930,1115,5235,1
19931,1156,1174,-1
19932,1188,6744,1
19933,1461,16763,1
19934,1787,15502,-1
19935,382,16437,1
19936,203,16883,-1
19937,813,18453,-1
19938,494,13418,1
19939,1152,19424,-1
19940,1829,7445,1
19941,1291,18880,-1
19942,482,2272,-1
19943,49,10929,-1
19944,426,8050,-1
19945,988,18529,-1
19946,1522,7182,-1
19947,1309,3721,1
19948,576,3140,-1
19949,508,9028,-1
19950,1701,18895,-1
19951,980,4942,-1
19952,796,12802,-1
19953,440,5603,-1
19954,608,6809,-1
19955,1574,14358,1
19956,1795,17126,1
19957,1165,2850,1
19958,1906,381,1
19959,635,7540,-1
19960,243,3031,-1
19961,131,7389,-1
19962,1100,15652,-1
19963,1262,17940,-1
19964,1611,14166,1
19965,1416,6807,-1
19966,1721,19515,-1
19967,1239,2992,-1
19968,1443,8148,1
19969,1023,13466,-1
19970,212,1127,-1
19971,1442,848,-1
19972,559,15753,-1
19973,1189,19994,-1
19974,91,8313,-1
19975,859,10416,-1
19976,997,18133,1
19977,1815,16783,1
19978,244,4855,1
19979,1529,12584,-1
19980,283,4721,1
19981,1520,19544,1
19982,48,16527,-1
19983,1033,7524,-1
19984,1516,1965,1
19985,852,6487,1
19986,1621,11818,-1
19987,1406,17931,-1
19988,65,18008,1
19989,690,13261,-1
19990,1326,5889,1
19991,970,15277,1
19992,625,1788,-1
19993,732,5365,-1
19994,1285,14392,-1
19995,1300,18923,1
19996,1850,13500,1
19997,1240,161,1
19998,108,7039,1
19999,1413,4765,-1
20000,354,778,1
20001,1905,9246,-1
20002,1334,10905,1
20003,1256,2090,1
20004,1218,7641,1
20005,502,1246,-1
20006,906,10258,-1
20007,841,1078,-1
20008,1936,68,1
20009,1535,3510,1
20010,822,10143,1
20011,1652,5818,1
20012,867,2097,1
20013,294,5987,-1
20014,1705,737,-1
20015,1542,14401,-1
20016,1599,3840,-1
20017,965,6203,1
20018,368,5506,1
20019,1615,5864,-1
20020,889,16590,1
20021,1142,14796,-1
20022,473,14489,-1
20023,393,7845,-1
20024,693,4829,1
20025,177,11717,-1
20026,1114,12845,1
20027,1815,7021,1
20028,1137,14613,1
20029,461,13862,1
20030,186,9225,1
20031,1325,17898,1
20032,449,3939,-1
20033,1118,6017,-1
20034,1085,18638,1
20035,106,7657,1
20036,62,7782,-1
20037,304,13951,-1
20038,301,2067,1
20039,194,18537,1
20040,578,12383,1
20041,746,13934,1
20042,1221,14670,-1
20043,772,7735,1
20044,749,17309,-1
20045,1207,14189,-1
20046,687,6235,1
20047,907,5014,1
20048,674,19198,1
20049,1720,12181,1
20050,487,15593,-1
20051,1720,19165,-1
20052,381,11267,-1
20053,1602,5018,1
20054,1697,17137,-1
20055,1641,13699,1
20056,1336,19814,-1
20057,992,5830,1
20058,782,16006,1
20059,1638,16220,1
20060,1857,18329,1
20061,804,19689,1
20062,263,8401,1
20063,365,13177,-1
20064,1254,17331,1
20065,1983,1594,1
20066,290,16328,1
20067,1375,4834,-1
20068,70,11415,1
20069,343,8384,1
20070,369,7968,-1
20071,829,1892,1
20072,522,2889,-1
20073,635,4467,-1
20074,871,11132,1
20075,1083,7302,-1
20076,587,16239,-1
20077,474,13624,-1
20078,714,19266,1
20079,197,9582,-1
20080,1944,17659,1
20081,1579,9703,1
20082,217,1701,-1
20083,1146,6776,-1
20084,887,17835,-1
20085,1032,7645,-1
20086,1161,18978,-1
20087,368,13707,1
20088,1814,7120,1
20089,1864,11390,-1
20090,655,6322,-1
20091,1966,2492,1
20092,671,14573,1
20093,380,10314,1
20094,513,4942,1
20095,918,14680,-1
20096,1927,4012,1
20097,1367,5686,1
20098,679,17074,1
20099,1141,12282,-1
20100,46,6218,1
20101,521,12660,-1
20102,764,1691,1
20103,50,17280,-1
20104,601,692,1
20105,1436,11489,1
20106,590,14157,1
20107,535,6126,1
20108,568,14103,-1
20109,1287,18142,-1
20110,883,10329,1
20111,464,18755,-1
20112,1260,14023,1
20113,846,15327,-1
20114,462,61,-1
20115,639,13585,-1
20116,1546,8208,-1
20117,327,3638,1
20118,649,7279,1
20119,488,8864,-1
20120,229,6390,1
20121,1067,16835,-1
20122,686,7276,1
20123,1174,16244,1
20124,1130,350,1
20125,1298,12492,-1
20126,1098,8707,-1
20127,455,4663,-1
20128,24,1855,-1
20129,671,13488,-1
20130,1194,2213,1
20131,1581,19555,1
20132,800,490,1
20133,1280,10780,-1
20134,1207,576,1
20135,209,4269,-1
20136,380,5588,-1
20137,1257,17776,-1
20138,605,1042,-1
20139,1265,17410,-1
20140,669,11228,1
20141,347,14394,1
20142,1369,16357,1
20143,25,12742,1
20144,648,6059,-1
20145,1775,15188,1
20146,1560,12871,-1
20147,1594,13029,1
20148,1893,13742,1
20149,1072,4068,-1
20150,1878,10038,1
20151,808,4217,-1
20152,193,7702,-1
20153,286,13570,1
20154,154,6302,-1
20155,930,11567,-1
20156,198,10660,1
20157,27,19830,1
20158,1020,10822,1
20159,1555,16296,-1
20160,630,7524,-1
20161,360,16127,-1
20162,1050,18363,-1
20163,1612,7865,1
20164,569,12786,-1
20165,936,11992,-1
20166,1225,14659,1
20167,1366,14293,-1
20168,1059,12991,-1
20169,28,4862,-1
20170,1759,7262,-1
20171,1025,7478,-1
20172,500,14946,-1
20173,128,17895,-1
20174,740,18221,-1
20175,110,6898,-1
20176,763,17549,1
20177,351,2449,1
20178,824,19314,-1
20179,651,12375,1
20180,1193,16794,1
20181,496,11110,-1
20182,1108,233,-1
20183,689,12379,-1
20184,960,9348,1
20185,1736,12868,-1
20186,1037,10371,-1
20187,1623,11356,-1
20188,727,11901,1
20189,805,5548,-1
20190,1409,8529,-1
20191,1827,3975,1
20192,349,5588,-1
20193,1549,2219,-1
20194,595,9403,-1
20195,1766,17840,1
20196,783,1669,1
20197,811,8576,-1
20198,1624,18331,-1
20199,542,6037,-1
20200,956,6639,-1
20201,168,6671,1
20202,1802,14505,1
20203,1035,17901,1
20204,1187,11085,1
20205,1948,15891,-1
20206,907,1634,1
20207,1437,4454,1
20208,282,3861,-1
20209,342,18633,-1
20210,558,3887,-1
20211,721,11852,-1
20212,1888,7862,-1
20213,1422,19946,-1
20214,1819,13234,1
20215,614,16508,-1
20216,1577,7157,-1
20217,1119,16997,1
20218,1324,16097,-1
20219,156,19598,-1
20220,1365,17181,1
20221,177,18852,1
20222,1784,11365,1
20223,1843,8636,-1
20224,980,12175,1
20225,1838,12389,-1
20226,1207,9388,-1
20227,1625,5665,1
20228,394,15278,1
20229,742,4675,1
20230,928,8033,1
20231,1560,12837,1
20232,1789,15583,-1
20233,1567,12624,-1
20234,469,4088,1
20235,985,16690,1
20236,1653,9366,1
20237,1377,8370,1
20238,518,11239,-1
20239,1242,18714,-1
20240,1088,2819,1
20241,1705,8513,-1
20242,810,3170,1
20243,675,5745,-1
20244,428,12320,-1
20245,258,16301,-1
20246,360,1165,1
20247,1635,15208,-1
20248,1253,5341,1
20249,127,9141,1
20250,1133,17134,-1
20251,829,15996,-1
20252,1156,5356,-1
20253,1159,13631,1
20254,1771,15857,-1
20255,1360,19697,-1
20256,1012,14233,1
20257,80,7362,1
20258,752,8108,1
20259,705,8247,1
20260,36,13444,-1
20261,677,4890,1
20262,1950,14532,1
20263,1739,5927,1
20264,1673,2911,1
20265,483,17156,1
20266,1888,2987,-1
20267,662,3463,1
20268,1677,6632,-1
20269,1838,16622,-1
20270,1590,1558,1
20271,1749,7786,1
20272,795,287,1
20273,500,3287,1
20274,1113,5415,1
20275,253,2478,1
20276,682,2487,1
20277,1597,13328,-1
20278,833,15192,-1
20279,106,683,-1
20280,585,11274,1
20281,438,2096,1
20282,326,3080,-1
20283,559,9673,1
20284,653,1264,-1
20285,1300,9917,1
20286,1081,9339,-1
20287,841,7321,-1
20288,1807,12781,-1
20289,1081,16444,1
20290,99,6723,-1
20291,141,8164,-1
20292,817,18076,1
20293,533,16503,1
20294,1815,4802,1
20295,1673,18147,-1
20296,381,11034,1
20297,1317,819,-1
20298,1540,10946,1
20299,1454,13967,-1
20300,261,223,-1
20301,1579,8384,-1
20302,54,10356,-1
20303,14,8274,-1
20304,398,9580,1
20305,1778,10933,-1
20306,817,3192,-1
20307,1799,19791,1
20308,1621,11661,1
20309,385,5799,-1
20310,1146,2573,-1
20311,987,3597,1
20312,1578,11481,-1
20313,727,17498,-1
20314,358,8478,1
20315,355,11602,1
20316,1391,10669,1
20317,1704,16400,1
20318,434,9924,1
20319,406,13671,-1
20320,1117,15401,1
20321,845,8338,-1
20322,1822,10057,-1
20323,732,368,-1
20324,169,6645,1
20325,1614,13838,1
20326,1644,11645,-1
20327,182,679,-1
20328,439,13856,1
20329,650,5725,-1
20330,515,16395,-1
20331,389,17236,1
20332,1438,9573,-1
20333,162,17083,-1
20334,906,14523,-1
20335,586,14905,1
20336,166,9119,-1
20337,805,1730,-1
20338,432,10896,-1
20339,792,11023,1
20340,456,4337,1
20341,261,18394,1
20342,419,18541,-1
20343,1236,12376,1
20344,1707,17782,1
20345,1097,2238,-1
20346,1378,19650,1
20347,1211,7267,-1
20348,1729,12307,1
20349,1453,8875,-1
20350,1766,13872,-1
20351,683,9785,-1
20352,1312,6190,-1
20353,238,15927,-1
20354,1424,18196,1
20355,944,18203,1
20356,808,18111,-1
20357,1066,11811,1
20358,694,2921,1
20359,1450,15505,1
20360,52,6641,-1
20361,928,1488,1
20362,417,16258,1
20363,1832,9345,-1
20364,654,8772,1
20365,356,17821,-1
20366,1928,598,1
20367,1982,15440,-1
20368,1041,10643,-1
20369,1142,16684,-1
20370,947,856,-1
20371,15,5205,1
20372,1033,3294,1
20373,1049,13168,-1
20374,1306,17547,-1
20375,729,7904,-1
20376,124,12115,1
20377,984,17068,-1
20378,1084,17322,-1
20379,1593,7051,1
20380,483,4213,1
20381,1753,1908,-1
20382,1482,3743,-1
20383,1108,7254,1
20384,846,15079,1
20385,1100,16058,-1
20386,1783,320,-1
20387,610,1468,1
20388,1263,13253,-1
20389,626,10134,1
20390,946,19706,1
20391,1183,17972,1
20392,1757,5592,-1
20393,888,1642,-1
20394,1480,1620,1
20395,1568,18430,1
20396,1805,18246,-1
20397,30,5502,1
20398,891,4208,-1
20399,1587,5414,1
20400,1080,8998,1
20401,1602,6520,1
20402,1592,18230,-1
20403,683,13584,1
20404,404,8494,-1
20405,1798,9699,-1
20406,132,14451,1
20407,17,15367,1
20408,1131,12953,-1
20409,629,17246,-1
20410,708,10512,-1
20411,355,19311,1
20412,1328,10914,1
20413,442,2335,-1
20414,248,9840,-1
20415,1326,11200,1
20416,245,18742,1
20417,1856,12326,1
20418,708,13249,-1
20419,1935,17888,1
20420,669,6595,1
20421,394,3418,1
20422,538,8221,1
20423,1613,1623,-1
20424,1174,16869,-1
20425,1178,11876,-1
20426,708,19007,1
20427,323,10677,1
20428,1732,12955,-1
20429,1816,14790,1
20430,560,10970,1
20431,354,12133,-1
20432,1570,11124,1
20433,1032,5733,1
20434,533,2222,1
20435,1248,13789,-1
20436,37,13850,1
20437,27,6073,1
20438,474,12050,1
20439,902,12134,-1
20440,1225,12970,-1
20441,89,15736,1
20442,1050,9887,-1
20443,1986,15632,-1
20444,1533,18220,-1
20445,1232,9432,-1
20446,762,14936,1
20447,1848,4307,-1
20448,572,18717,1
20449,1135,17308,-1
20450,101,4652,-1
20451,1100,5160,1
20452,1043,8715,-1
20453,517,9882,-1
20454,624,13590,1
20455,1614,15625,-1
20456,1861,15243,1
20457,521,12588,-1
20458,1648,6836,-1
20459,464,12197,-1
20460,1131,10841,-1
20461,413,6041,-1
20462,1569,14612,1
20463,1776,10806,1
20464,1259,12900,-1
20465,719,8295,1
20466,1797,13891,1
20467,1842,14815,1
20468,820,5165,1
20469,173,8944,-1
20470,1633,3872,1
20471,1455,9201,-1
20472,1626,7570,-1
20473,1421,16687,-1
20474,597,8285,1
20475,842,6328,-1
20476,1085,12674,-1
20477,545,13127,1
20478,189,12242,1
20479,1931,1622,-1
20480,932,18253,1
20481,180,14740,-1
20482,356,17477,-1
20483,1286,18606,1
20484,1349,10816,-1
20485,1421,14822,-1
20486,1843,2454,1
20487,181,19736,-1
20488,1958,18610,1
20489,21,4969,1
20490,1760,5320,-1
20491,1590,7831,-1
20492,408,11818,-1
20493,1391,16832,1
20494,1323,432,1
20495,352,16595,-1
20496,461,11182,1
20497,136,19294,1
20498,389,1826,1
20499,867,14070,-1
20500,1926,11234,1
20501,790,193,1
20502,959,12,-1
20503,46,3937,1
20504,1770,1529,1
20505,1123,3433,-1
20506,1137,11757,1
20507,1901,5852,-1
20508,931,10544,1
20509,277,8399,1
20510,1952,6280,-1
20511,1872,17204,1
20512,1952,3976,-1
20513,307,15014,-1
20514,1321,12148,-1
20515,668,7955,-1
20516,630,16139,-1
20517,1804,4269,1
20518,1871,3056,1
20519,378,8523,1
20520,1369,2130,1
20521,1820,3271,1
20522,1501,14872,1
20523,1508,7531,-1
20524,490,7574,1
20525,1038,6115,1
20526,529,14766,-1
20527,1322,3541,-1
20528,1451,13188,1
20529,309,9297,1
20530,1554,11204,-1
20531,1084,7533,1
20532,58,5091,1
20533,524,8431,-1
20534,1576,8346,1
20535,1016,11735,1
20536,1659,11104,-1
20537,1143,8197,-1
20538,600,3444,-1
20539,555,12072,-1
20540,1596,14955,-1
20541,1619,10175,-1
20542,121,3224,1
20543,965,10231,1
20544,1033,19994,1
20545,1710,16284,1
20546,1393,15068,1
20547,256,13359,1
20548,995,18387,-1
