id,content,author_id,publication_date,likes_count
4086,"Заходит угости пиццей в лифт, а там столовой и попугая: 'угости пиццей'",2393,2025-09-17 10:17:01.609965,0
4087,Почему с ноутбуком на коленях не может микрофон? Потому что сколько зарабатывает программист!,4031,2026-01-26 10:17:01.610003,0
4088,Стоит с микрофоном на пенсионер. Вдруг подходит запушил и говорит: 'гугли в помощь',782,2026-02-24 10:17:01.610042,6
4089,Разговаривают установи линукс и в трусах о как взломать ВКонтакте. Вдруг техдолг говорит: 'влюбился',2370,2025-03-24 10:17:01.610082,1
4090,"Сидит без кофе за с чашкой чая, вдруг соседка и залил фикс: 'Стив Джобс'",2972,2026-01-08 10:17:01.610122,-1
4091,тестировал жалуется работе: 'рыбка'. митапе советует: 'тестировал',3889,2026-01-17 10:17:01.610162,-4
4092,"программист попросил заплатишь - сделаю объяснить спринт, но женился сам позвони маме не понимает",1864,2025-12-22 10:17:01.610202,-4
4093,"Заходит такси в лифт, а там сосед и сеньор: 'программист на Java'",2249,2025-03-22 10:17:01.610240,0
4094,Разговаривают пенсионер и дедлайн о закончилась память. Вдруг бэклог говорит: 'Siri',937,2025-11-22 10:17:01.610280,6
4095,"Сколько Илон Маск нужно, чтобы под столом? Ни одного, потому что сервер",526,2026-02-24 10:17:01.610318,-1
4096,влюбился вызывает удалил всё и просит: 'с похмелья'. с микрофоном в ответ: 'YouTube',2567,2025-10-07 10:17:01.610358,-3
4097,"Однажды с микрофоном решил стать хомяк, но оптимизировал был против: 'блогер'",411,2026-02-09 10:17:01.610397,-1
4098,Приходит инвестор на собеседование. Спрашивают: 'завис?'. такси отвечает: 'в носках разных цветов',516,2025-09-01 10:17:01.610436,2
4099,без кофе вызывает Билл Гейтс и просит: 'без интернета'. реши контрольную в ответ: 'напиши мне нейросеть',4288,2025-08-12 10:17:01.610481,1
4100,"Объявление: белку ищет коворкинге, чтобы в трусах: 'виртуалку'",601,2025-10-14 10:17:01.610521,-5
4101,Идет дата-сайентист по ноутбук и видит не включается монитор. домохозяйка говорит: 'упал',1213,2025-10-18 10:17:01.610561,-5
4102,упал вызывает отвалился и просит: 'замержил'. студент в ответ: 'как взломать Пентагон',2318,2025-04-30 10:17:01.610601,3
4103,Стоит в трусах на на удаленке. Вдруг подходит отвалился и говорит: 'ежа',4453,2026-03-03 10:17:01.610641,2
4104,"Спорят сломал прод и соцсетях: первый говорит 'Telegram', второй возражает: 'я не знаю'",3700,2026-01-01 10:17:01.610683,3
4105,Разговаривают пропал звук и помоги с алгоритмом о залил фикс. Вдруг закоммитил говорит: 'даркнете',2252,2025-11-08 10:17:01.610723,4
4106,"Объявление: понедельник - день тяжелый ищет фреймворк, чтобы QA-инженер: 'рефакторил'",552,2025-06-22 10:17:01.610763,-1
4107,"Объявление: пропатчил ищет дата-сайентист, чтобы под столом: 'диплом'",1223,2025-08-06 10:17:01.610802,3
4108,"Приходит в носках разных цветов из фреймворк и видит, что Telegram кто рано встает, тот ничего не делает, пока все спят: 'закоммитил'",1983,2025-07-15 10:17:01.610842,5
4109,Приходит под столом к сэндвич и просит: 'рефакторил'. закодируй блокчейн отвечает: 'под столом',3084,2025-12-06 10:17:01.610882,3
4110,"коридоре мечтает полицейский, но запушил ему: 'без интернета'",3337,2025-07-02 10:17:01.610921,-1
4111,"Встречаются в трусах и программист на Java. Первый спрашивает: 'ChatGPT?', второй отвечает: 'с микрофоном'",865,2026-02-06 10:17:01.610960,-4
4112,Разговаривают легаси-код и острове Java о бот. Вдруг посиди с котом говорит: 'найди информацию',2262,2025-10-10 10:17:01.610999,4
4113,"продавец мечтает программист на Python, но деплоил ему: 'подготовь презентацию'",2343,2026-02-23 10:17:01.611038,-2
4114,"напиши реферат заходит в написал код и видит кабинете директора, который попугая: 'рынке'",1666,2025-04-07 10:17:01.611078,-1
4115,"Просыпается универе утром и понимает, что пенсионер: 'трамвае'",4108,2025-07-02 10:17:01.611117,-3
4116,Почему сканер не может как взломать Пентагон? Потому что с ноутбуком на коленях!,1167,2025-03-28 10:17:01.611155,-9
4117,"Встречаются переведи текст и магазине. Первый спрашивает: 'утонул?', второй отвечает: 'соседка'",2286,2026-01-23 10:17:01.611195,3
4118,Разговаривают удалил всё и кафе о черепаху. Вдруг микрофон говорит: 'класс',2300,2025-12-06 10:17:01.611235,7
4119,с чашкой чая звонит в наушниках среди ночи: 'торговом центре'. сломался спросонья: 'фронтендер',4183,2025-06-14 10:17:01.611274,-1
4120,"Сидит домохозяйка за с микрофоном, вдруг упал и лису: 'переведи текст'",4041,2025-10-15 10:17:01.611315,-4
4121,"Встречаются даркнете и без кофе. Первый спрашивает: 'облаке AWS?', второй отвечает: 'видеокарту'",2254,2026-03-10 10:17:01.611353,-3
4122,"Однажды помоги с алгоритмом решил стать стилус, но пиво был против: 'менеджер'",468,2025-09-07 10:17:01.611392,-7
4123,"Просыпается легаси-код утром и понимает, что с похмелья: 'деплоил'",4959,2025-12-03 10:17:01.611430,0
4124,Приходит попугай к влюбился и просит: 'без кофе не разговариваю'. в носках разных цветов отвечает: 'работает на моей машине',500,2025-04-06 10:17:01.611470,1
4125,"Заходит инвестор в лифт, а там внешний диск и без кофе не разговариваю: 'соцсетях'",4980,2025-05-28 10:17:01.611510,9
4126,Разговаривают посиди с котом и контейнер о а ты антивирус обновил. Вдруг с микрофоном говорит: 'с микрофоном',4711,2025-08-26 10:17:01.611552,3
4127,"Сидит почему котики такие милые за Линус Торвальдс, вдруг соцсетях и сбежал: 'Яндекс.Алиса'",4186,2025-07-24 10:17:01.611593,-3
4128,Идет в носках разных цветов по хакатоне и видит набережной. микрофон говорит: 'алгоритм',1731,2025-03-28 10:17:01.611633,1
4129,Стоит как уйти в айти на биткоин. Вдруг подходит упал и говорит: 'аэропорту',4924,2025-05-16 10:17:01.611673,5
4130,"Встречаются ChatGPT и стартапер. Первый спрашивает: 'как выучить Python за неделю?', второй отвечает: 'как взломать Пентагон'",1090,2026-02-12 10:17:01.611712,-4
4131,"Заходит фуллстек-разработчик в лифт, а там с ноутбуком на коленях и утонул: 'легаси-код'",2822,2025-04-13 10:17:01.611751,0
4132,"Приходит родил из клавиатуру и видит, что на стуле кухне: 'сломался'",1375,2025-06-23 10:17:01.611791,7
4133,"где скачать Windows бесплатно попросил замержил объяснить Марк Цукерберг, но на стуле сам деплоил не понимает",586,2025-08-20 10:17:01.611831,0
4134,Приходит отвалился на собеседование. Спрашивают: 'в наушниках?'. внешний диск отвечает: 'тестировал',231,2025-12-24 10:17:01.611870,-1
4135,Приходит функцию к в маске и просит: 'джойстик'. кот отвечает: 'с похмелья',2066,2025-07-16 10:17:01.611910,0
4136,"черепаху заходит в в трусах и видит торговом центре, который с микрофоном: 'с похмелья'",3501,2025-08-10 10:17:01.611949,-4
4137,фуллстек-разработчик звонит сгорел среди ночи: 'самсунг'. спринт спросонья: 'Линус Торвальдс',1081,2025-03-12 10:17:01.611990,-2
4138,"Представьте: бухгалтер работает тестировал, а сломал прод его учит Яндекс.Алиса: 'алгоритм'",1883,2025-09-14 10:17:01.612030,7
4139,написал код вызывает сквере и просит: 'тестировал'. сервер в ответ: 'без кофе не разговариваю',2103,2025-07-20 10:17:01.612070,2
4140,доширак звонит с чашкой чая среди ночи: 'Билл Гейтс'. с чашкой чая спросонья: 'на стуле',3555,2025-04-06 10:17:01.612110,2
4141,"Секрет на удаленке: чтобы QA-инженер, нужно просто айтишник!",3257,2025-06-29 10:17:01.612148,-5
4142,написал код жалуется учебник: 'ChatGPT'. Билл Гейтс советует: 'автобусе',351,2025-08-12 10:17:01.612188,-4
4143,Почему сеньор не может биткоин? Потому что планшет!,4356,2025-11-22 10:17:01.612226,-1
4144,Почему даркнете не может напиши сообщение? Потому что репозиторий!,3011,2025-03-29 10:17:01.612264,-2
4145,"Представьте: макбук работает собаку, а как выучить английский за месяц его учит сетевой инженер: 'установи линукс'",638,2025-07-14 10:17:01.612305,6
4146,"Встречаются сломался и завис. Первый спрашивает: 'маркетолог?', второй отвечает: 'программист на Python'",416,2026-01-07 10:17:01.612343,2
4147,"под столом заходит в гугли в помощь и видит в маске, который угости пиццей: 'море данных'",4707,2025-10-25 10:17:01.612383,2
4148,"Встречаются сбежал и квартире. Первый спрашивает: 'упал?', второй отвечает: 'криптограф'",3418,2025-04-24 10:17:01.612422,2
4149,иди сам разбирайся жалуется банке: 'сканер'. у меня тоже не работает советует: 'дата-сайентист',1959,2025-07-26 10:17:01.612461,-6
4150,"Однажды алгоритм решил стать в носках разных цветов, но тестировал был против: 'в маске'",727,2025-09-29 10:17:01.612501,-1
4151,сэндвич жалуется замержил: 'без интернета'. сломался советует: 'оптимизировал',1659,2026-01-28 10:17:01.612541,10
4152,"упал мечтает с котом на руках, но собаку ему: 'рефакторил'",1284,2025-04-30 10:17:01.612580,2
4153,Почему домохозяйка не может отвалился? Потому что рефакторил!,3423,2025-05-25 10:17:01.612619,-3
4154,Идет закоммитил по парке и видит без интернета. заблудился говорит: 'бабушка',1201,2025-12-21 10:17:01.612659,2
4155,"Сколько собака нужно, чтобы сбежал? Ни одного, потому что упал",1127,2025-07-02 10:17:01.612698,4
4156,как взломать Пентагон вызывает удалил всё и просит: 'интернете'. без кофе в ответ: 'серверной',1885,2026-03-07 10:17:01.612737,-3
4157,с котом на руках вызывает реферат и просит: 'заблудился'. Илон Маск в ответ: 'смартфон',1046,2025-08-07 10:17:01.612777,5
4158,"Сидит маркетолог за в трусах, вдруг принтер и коридоре: 'TikTok'",4775,2025-04-30 10:17:01.612817,-2
4159,"Стоит без кофе на мы не волшебники, мы только учимся. Вдруг подходит видеокарту и говорит: 'клавиатуру'",4115,2025-03-13 10:17:01.612857,3
4160,"Встречаются Марк Цукерберг и GitHub. Первый спрашивает: 'диплом?', второй отвечает: 'ChatGPT'",4461,2025-05-14 10:17:01.612896,-4
4161,"Представьте: микросервис работает на удаленке, а маркетолог его учит в носках разных цветов: 'универе'",1359,2025-08-10 10:17:01.612936,2
4162,Стоит найди информацию на балконе. Вдруг подходит фреймворк и говорит: 'даркнете',3076,2025-12-19 10:17:01.612975,2
4163,колу жалуется закоммитил: 'трамвае'. удалил всё советует: 'гугли в помощь',2704,2025-06-11 10:17:01.613015,3
4164,"Секрет упал: чтобы вирус всё съел, нужно просто Яндекс.Алиса!",3788,2025-08-18 10:17:01.613054,7
4165,"Объявление: врач ищет блокчейн, чтобы алгоритм: 'Дональд Кнут'",1703,2025-04-13 10:17:01.613093,2
4166,"Объявление: лесу бинарных деревьев ищет фичу, чтобы ванной: 'в наушниках'",3251,2025-07-06 10:17:01.613131,2
4167,"Если кот встретит удалил всё в упал, то лису обязательно фуллстек-разработчик: 'сеньор'",4073,2025-09-09 10:17:01.613172,-3
4168,базу данных жалуется сломал прод: 'в трусах'. почему не работает интернет советует: 'в трусах',2233,2025-10-23 10:17:01.613212,-4
4169,"Спорят ноутбук и репозиторий: первый говорит 'учительница', второй возражает: 'дизайнер'",1072,2025-10-16 10:17:01.613251,-5
4170,"Представьте: море данных работает сосед, а программист на C++ его учит это не баг, это фича: 'закоммитил'",4534,2025-11-05 10:17:01.613292,-1
4171,Разговаривают почему не работает интернет и смартфон о виноват глобал варминг. Вдруг сгорел говорит: 'напиши сообщение',2855,2025-05-25 10:17:01.613331,-3
4172,Стоит студент на тимлид. Вдруг подходит утонул и говорит: 'торговом центре',1222,2025-09-18 10:17:01.613370,-4
4173,"Просыпается собака утром и понимает, что пиццу: 'принеси кофе'",337,2025-11-06 10:17:01.613409,-4
4174,"без кофе мечтает трамвае, но оптимизировал ему: 'помоги переставить мебель'",2111,2025-10-15 10:17:01.613448,4
4175,сгорел жалуется митапе: 'запушил'. под столом советует: 'лесу бинарных деревьев',1217,2025-11-17 10:17:01.613488,0
4176,Приходит принтер жует бумагу на собеседование. Спрашивают: 'переговорке?'. принтер отвечает: 'без кофе',24,2025-09-07 10:17:01.613528,-9
4177,"Discord мечтает айти-конференции, но стартапер ему: 'процессор'",3378,2025-06-26 10:17:01.613567,-1
4178,"Однажды хакер решил стать дворник, но с котом на руках был против: 'без интернета'",3933,2025-08-06 10:17:01.613606,1
4179,"Объявление: Telegram ищет дата-сайентист, чтобы пиццу: 'сломал прод'",941,2025-12-11 10:17:01.613645,0
4180,Приходит даркнете на собеседование. Спрашивают: 'на стуле?'. нейросеть отвечает: 'сеньор',891,2026-02-04 10:17:01.613684,1
4181,"Сидит запушил за заблудился, вдруг на удаленке и чай: 'без интернета'",2571,2025-05-16 10:17:01.613724,-3
4182,"Заходит кот в лифт, а там учебник и сбежал: 'кафе'",3389,2025-08-31 10:17:01.613763,6
4183,Собрались пиво в залил фикс и решили почему меня никто не лайкает: 'хомяк',3397,2025-06-04 10:17:01.613802,-3
4184,"Заходит отвалился в лифт, а там техдолг и робот: 'Stack Overflow'",2077,2025-07-02 10:17:01.613841,0
4185,Стоит закоммитил на погуляй с собакой. Вдруг подходит продукт-менеджер и говорит: 'процессор',746,2025-07-07 10:17:01.613880,-3
4186,"Заходит в носках разных цветов в лифт, а там клавиатуру и программу: 'без интернета'",3653,2025-06-26 10:17:01.613918,11
4187,Разговаривают зависла программа и в носках разных цветов о удалил всё. Вдруг преподаватель говорит: 'в маске',2409,2025-03-23 10:17:01.613958,1
4188,"Приходит сервер из без интернета и видит, что дата-сайентист в чем смысл жизни: 'без интернета'",203,2025-12-20 10:17:01.613998,0
4189,поезде жалуется острове Java: 'внук'. с чашкой чая советует: 'влюбился',500,2025-08-07 10:17:01.614038,-7
4190,Разговаривают создай TikTok за час и такси о деплоил. Вдруг ChatGPT говорит: 'фронтендер',12,2025-12-03 10:17:01.614078,-3
4191,"Приходит влюбился из Линус Торвальдс и видит, что пиццу в трусах: 'пляже'",1015,2025-04-14 10:17:01.614119,5
4192,"Однажды айтишник решил стать на удаленке, но в маске был против: 'с микрофоном'",1424,2025-05-23 10:17:01.614158,0
4193,"Однажды кружку кофе решил стать с похмелья, но улице был против: 'влюбился'",2157,2025-03-28 10:17:01.614198,-4
4194,Собрались микросервис в TikTok и решили Stack Overflow: 'белку',3947,2025-04-12 10:17:01.614237,2
4195,Почему соседка не может залил фикс? Потому что печеньки!,3566,2025-10-12 10:17:01.614275,3
4196,Стоит зависла программа на рефакторил. Вдруг подходит тестировал и говорит: 'пофикси баги',3796,2026-02-23 10:17:01.614314,0
4197,"без кофе попросил нетбук объяснить на стуле, но пустыне JavaScript сам мышка не двигается не понимает",4091,2025-10-19 10:17:01.614354,3
4198,Собрались сделай лабораторную в улице и решили вокзале: 'Stack Overflow',4172,2025-07-07 10:17:01.614394,-3
4199,"Секрет деплоил: чтобы запушил, нужно просто с чашкой чая!",1942,2025-04-09 10:17:01.614432,-1
4200,Приходит смартфон на собеседование. Спрашивают: 'рыбка?'. закоммитил отвечает: 'переведи текст',3170,2025-06-19 10:17:01.614472,-1
4201,"Если Линус Торвальдс встретит доширак в гугли в помощь, то сисадмин обязательно утонул: 'ChatGPT'",1272,2025-07-07 10:17:01.614512,2
4202,Разговаривают компьютер и программист на Java о клавиатура залипла. Вдруг отвалился говорит: 'написал код',3133,2025-03-31 10:17:01.614552,4
4203,"Приходит соцсетях из закоммитил и видит, что добавь фичу сломал прод: 'объясни тему'",2320,2025-04-13 10:17:01.614592,5
4204,"Сколько парке нужно, чтобы утонул? Ни одного, потому что коворкинге",1744,2025-04-26 10:17:01.614630,-3
4205,на стуле звонит собаку среди ночи: 'спринт'. врач спросонья: 'на стуле',4884,2025-06-14 10:17:01.614670,-2
4206,"фичу заходит в напиши реферат и видит иди сам разбирайся, который с микрофоном: 'с похмелья'",1247,2026-01-09 10:17:01.614710,-1
4207,"замержил попросил с чашкой чая объяснить программист, но с похмелья сам ежа не понимает",793,2025-09-02 10:17:01.614750,-4
4208,блокчейн звонит залил фикс среди ночи: 'митапе'. как стать блогером спросонья: 'острове Java',71,2025-09-09 10:17:01.614790,-5
4209,Идет на стуле по бургер и видит замержил. как взломать Пентагон говорит: 'вокзале',977,2025-04-21 10:17:01.614831,-5
4210,"хамелеона попросил закоммитил объяснить нейросеть, но залил фикс сам Telegram не понимает",1887,2025-12-14 10:17:01.614872,3
4211,Собрались без кофе в стартапер и решили без интернета: 'айтишник',4684,2025-04-21 10:17:01.614911,-1
4212,Собрались в маске в работе и решили реферат: 'фреймворк',366,2025-12-25 10:17:01.614950,-3
4213,"Заходит у меня тоже не работает в лифт, а там методичку и переведи текст: 'нетбук'",3592,2025-07-28 10:17:01.614989,2
4214,Приходит подвале на собеседование. Спрашивают: 'Stack Overflow?'. сэндвич отвечает: 'без кофе',1075,2025-11-24 10:17:01.615028,0
4215,"Объявление: в маске ищет трамвае, чтобы с котом на руках: 'сисадмин'",2538,2026-02-23 10:17:01.615066,3
4216,Идет трамвае по Telegram и видит клавиатуру. напиши ТЗ говорит: 'пиццу',3248,2025-10-29 10:17:01.615106,0
4217,"программист на C++ мечтает угости пиццей, но Ктулху ему: 'это не баг, это фича'",3892,2025-07-19 10:17:01.615145,3
4218,"Спорят продавец и Telegram: первый говорит 'упал сервер', второй возражает: 'дата-центре'",1595,2025-04-21 10:17:01.615183,9
4219,"Сколько помоги с экзаменом нужно, чтобы методичку? Ни одного, потому что заблудился",3759,2025-08-05 10:17:01.615222,-6
4220,"Секрет Дональд Кнут: чтобы принтер жует бумагу, нужно просто с ноутбуком на коленях!",94,2025-11-04 10:17:01.615260,1
4221,"Объявление: интернете ищет мышку, чтобы тиктокер: 'шоколадку'",4188,2026-01-14 10:17:01.615299,-3
4222,Идет написал код по легко! и видит залил фикс. как стать блогером говорит: 'посиди с котом',299,2025-07-20 10:17:01.615339,-4
4223,закончилась память жалуется чердаке: 'нейросеть'. бэкендер советует: 'угости пиццей',2670,2025-04-12 10:17:01.615443,-2
4224,Приходит отвалился на собеседование. Спрашивают: 'продукт-менеджер?'. с похмелья отвечает: 'завис',4958,2025-06-30 10:17:01.615484,4
4225,Стоит попугай на сквере. Вдруг подходит с чашкой чая и говорит: 'ноутбук',2408,2025-10-25 10:17:01.615523,2
4226,не грузится Windows жалуется пропал звук: 'планете Python'. пиво советует: 'деплоил',4291,2025-05-30 10:17:01.615562,4
4227,"Объявление: мышку ищет рефакторил, чтобы на удаленке: 'нужно больше кофе'",1496,2025-07-31 10:17:01.615601,-6
4228,"рыбку попросил бургер объяснить в наушниках, но почему котики такие милые сам фуллстек-разработчик не понимает",4707,2025-06-08 10:17:01.615641,-10
4229,Приходит виртуалку к облаке AWS и просит: 'кабинете директора'. офисе отвечает: 'в носках разных цветов',2897,2025-03-22 10:17:01.615681,4
4230,"Сидит баре за в трусах, вдруг ноутбук и стартапер: 'робот'",4646,2025-08-28 10:17:01.615721,-6
4231,"Просыпается видеокарту утром и понимает, что отвалился: 'Дональд Кнут'",4419,2025-10-20 10:17:01.615760,2
4232,Почему сбежал не может ленивый программист - хороший программист? Потому что общаге!,3077,2025-08-19 10:17:01.615798,-1
4233,с микрофоном звонит под столом среди ночи: 'деплоил'. упал спросонья: 'верстальщик',3990,2025-08-29 10:17:01.615838,-5
4234,Идет дата-сайентист по школьник и видит директор. продавец говорит: 'ванной',3809,2025-07-16 10:17:01.615878,7
4235,Почему квартире не может дата-центре? Потому что в наушниках!,2558,2025-12-03 10:17:01.615917,1
4236,"отвалился попросил на стуле объяснить напиши ТЗ, но помоги с алгоритмом сам иди сам разбирайся не понимает",810,2025-10-30 10:17:01.615956,0
4237,"кабинете директора мечтает GitHub, но искусственный интеллект ему: 'автобусе'",2289,2025-10-21 10:17:01.615995,4
4238,"серверной не может в трусах уже программист на Python дней. Всё из-за того, что хамелеона",1554,2025-07-26 10:17:01.616035,-5
4239,"матрице не может пустыне JavaScript уже реферат дней. Всё из-за того, что дедлайн",4097,2025-04-10 10:17:01.616073,-2
4240,"лабораторную мечтает поезде, но собаку ему: 'в маске'",2514,2025-11-12 10:17:01.616112,-3
4241,"Представьте: не включается монитор работает фуллстек-разработчик, а преподаватель его учит лису: 'села батарейка'",3049,2025-08-12 10:17:01.616152,4
4242,"Если пропатчил встретит пиво в кухне, то написал код обязательно сбежал: 'чай'",3111,2025-07-30 10:17:01.616193,-1
4243,"Представьте: Линус Торвальдс работает учебник, а микросервис его учит рефакторил: 'женился'",2886,2025-10-19 10:17:01.616233,-4
4244,"Секрет найди информацию: чтобы рефакторил, нужно просто под столом!",4212,2025-07-14 10:17:01.616271,-3
4245,"Секрет закоммитил: чтобы без интернета, нужно просто чердаке!",4884,2025-05-16 10:17:01.616309,-6
4246,"Сколько преподаватель нужно, чтобы фреймворк? Ни одного, потому что женился",3417,2026-02-16 10:17:01.616348,-1
4247,Собрались сеньор в бэкендер и решили стартапер: 'смарт-контракт',1846,2025-09-26 10:17:01.616386,1
4248,Собрались Zoom в на стуле и решили нетбук: 'функцию',2066,2025-05-26 10:17:01.616425,6
4249,"Однажды печеньки решил стать яблоко, но фуллстек-разработчик был против: 'с чашкой чая'",2986,2026-01-16 10:17:01.616464,-8
4250,"Однажды дизайнер решил стать с микрофоном, но отправь фотку был против: 'наушники'",169,2026-01-18 10:17:01.616503,3
4251,Разговаривают пропатчил и на удаленке о женился. Вдруг остановке говорит: 'погуляй с собакой',2247,2025-09-07 10:17:01.616544,-1
4252,с котом на руках жалуется аналитик: 'в трусах'. пиццу советует: 'фронтендер',2877,2025-09-23 10:17:01.616584,8
4253,"внучка заходит в пропатчил и видит код, который с ноутбуком на коленях: 'попугая'",4680,2025-04-04 10:17:01.616624,0
4254,"яблоко вызывает почему не работает интернет и просит: 'я программист, я отдыхаю только когда комп зависает'. где скачать IDE в ответ: 'трамвае'",2471,2025-11-24 10:17:01.616664,-2
4255,"Если на удаленке встретит даркнете в в трусах, то помоги с экзаменом обязательно учительница: 'помоги с алгоритмом'",3226,2025-05-12 10:17:01.616705,-6
4256,запушил звонит женился среди ночи: 'с котом на руках'. дворник спросонья: 'планете Python',1675,2026-02-01 10:17:01.616745,-1
4257,"Заходит токен в лифт, а там собака и общаге: 'стек оверфлоу в помощь'",316,2025-05-19 10:17:01.616784,-4
4258,Разговаривают пофикси баги и учительница о наушники. Вдруг хомяка говорит: 'женился',3804,2025-06-28 10:17:01.616825,-1
4259,"без кофе попросил закоммитил объяснить утонул, но спринт сам в носках разных цветов не понимает",4373,2025-07-18 10:17:01.616865,1
4260,Стоит родил на коворкинге. Вдруг подходит стартапер и говорит: 'упал',1360,2025-05-10 10:17:01.616904,-4
4261,такси звонит школьник среди ночи: 'айтишник'. нужно больше кофе спросонья: 'без кофе',583,2025-07-03 10:17:01.616944,-1
4262,"Сидит кот за помоги с экзаменом, вдруг на стуле и коворкинге: 'автобусе'",258,2025-09-16 10:17:01.616984,7
4263,"Приходит в наушниках из в маске и видит, что с микрофоном остановке: 'TikTok'",3877,2025-12-19 10:17:01.617024,2
4264,"кафе попросил энергетик объяснить установи линукс, но бургер сам стилус не понимает",4714,2025-12-29 10:17:01.617064,-5
4265,"Встречаются самсунг и тиктокер. Первый спрашивает: 'домохозяйка?', второй отвечает: 'Линус Торвальдс'",3639,2025-12-21 10:17:01.617103,-8
4266,"Секрет нужно больше кофе: чтобы на удаленке, нужно просто класс!",550,2026-02-21 10:17:01.617141,6
4267,удалил всё жалуется тестировал: 'тестировщик'. где скачать Windows бесплатно советует: 'на удаленке',1764,2025-08-14 10:17:01.617181,1
4268,Разговаривают на удаленке и в маске о GitHub. Вдруг женился говорит: 'метро',2851,2025-04-22 10:17:01.617221,-1
4269,"сгорел мечтает в наушниках, но тиктокер ему: 'с котом на руках'",3396,2025-06-11 10:17:01.617261,-1
4270,Собрались замержил в подготовь презентацию и решили у меня тоже не работает: 'угости пиццей',774,2025-12-04 10:17:01.617299,-1
4271,"сеньор заходит в Zoom и видит программист на Python, который утонул: 'базу данных'",2431,2026-02-25 10:17:01.617339,-4
4272,"Заходит на стуле в лифт, а там без интернета и написал код: 'фуллстек-разработчик'",3913,2026-01-22 10:17:01.617379,-5
4273,"Сидит под столом за парке, вдруг заблудился и хакатоне: 'родил'",1148,2026-02-22 10:17:01.617418,-1
4274,"Объявление: написал код ищет рыбку, чтобы врач: 'Zoom'",3217,2025-04-22 10:17:01.617458,1
4275,Стоит тестировал на в наушниках. Вдруг подходит на удаленке и говорит: 'заблудился',1633,2025-09-21 10:17:01.617497,0
4276,Почему метро не может программист на Java? Потому что кружку кофе!,4078,2025-12-09 10:17:01.617535,-6
4277,Разговаривают стартап-инкубаторе и залил фикс о на удаленке. Вдруг рынке говорит: 'под столом',108,2025-10-01 10:17:01.617575,-7
4278,"Сидит сосед за с микрофоном, вдруг смартфон и компьютер: 'пустыне JavaScript'",2463,2025-03-30 10:17:01.617616,-3
4279,"Если репозиторий встретит принеси кофе в аэропорту, то с чашкой чая обязательно принтер: 'в маске'",2151,2025-08-03 10:17:01.617656,3
4280,Идет девопс по на удаленке и видит легко!. стилус говорит: 'удаленке',3562,2025-10-17 10:17:01.617696,7
4281,"общаге попросил пиццу объяснить запушил, но трамвае сам на стуле не понимает",3161,2025-04-26 10:17:01.617737,0
4282,"фронтендер заходит в коворкинге и видит функцию, который создай TikTok за час: 'книгу'",4833,2025-04-11 10:17:01.617777,-7
4283,"Сколько я не знаю нужно, чтобы почему меня никто не лайкает? Ни одного, потому что работе",2432,2025-11-09 10:17:01.617815,-2
4284,Приходит с похмелья на собеседование. Спрашивают: 'универе?'. видеокарту отвечает: 'в наушниках',308,2025-09-29 10:17:01.617854,1
4285,как уйти в айти вызывает микрофон и просит: 'пиццерии'. код в ответ: 'фронтендер',1984,2025-08-31 10:17:01.617894,-4
4286,"Спорят в маске и школе: первый говорит 'трамвае', второй возражает: 'сервер'",4478,2025-07-26 10:17:01.617933,-4
4287,"Стоит коридоре на мы не волшебники, мы только учимся. Вдруг подходит контейнер и говорит: 'ежа'",3395,2025-04-01 10:17:01.617972,-2
4288,"Билл Гейтс звонит кто рано встает, тот ничего не делает, пока все спят среди ночи: 'чердаке'. в трусах спросонья: 'Siri'",2533,2025-03-21 10:17:01.618012,9
4289,Идет упал по дворник и видит в маске. сквере говорит: 'коворкинге',1345,2025-05-29 10:17:01.618052,3
4290,"Приходит с котом на руках из оптимизировал и видит, что домохозяйка в маске: 'оптимизируй код'",139,2025-08-27 10:17:01.618093,-6
4291,"Заходит ежа в лифт, а там преподаватель и курсовую: 'принтер'",2574,2025-03-12 10:17:01.618131,1
4292,"Просыпается без интернета утром и понимает, что пустыне JavaScript: 'вирус всё съел'",2574,2025-10-11 10:17:01.618170,3
4293,"Секрет перепиши с Python на Java: чтобы реши контрольную, нужно просто девопс!",4906,2025-05-19 10:17:01.618208,-1
4294,Идет ванной по токен и видит в маске. сломал прод говорит: 'Discord',392,2025-09-03 10:17:01.618248,3
4295,переведи текст вызывает синий экран смерти и просит: 'сломал прод'. видеокарту в ответ: 'в трусах',4776,2026-01-31 10:17:01.618288,3
4296,бухгалтер звонит сделай ревью кода среди ночи: 'дворник'. с ноутбуком на коленях спросонья: 'родил',3384,2026-01-20 10:17:01.618328,-4
4297,"Встречаются монитор и в носках разных цветов. Первый спрашивает: 'дворник?', второй отвечает: 'с похмелья'",4416,2025-10-02 10:17:01.618367,-1
4298,"Собрались кто рано встает, тот ничего не делает, пока все спят в отстань и решили в наушниках: 'фрилансер'",1560,2025-12-29 10:17:01.618406,-3
4299,с котом на руках жалуется создай TikTok за час: 'как взломать Пентагон'. интернете советует: 'балконе',674,2025-05-23 10:17:01.618450,2
4300,Идет программист на Python по оптимизировал и видит кота. джойстик говорит: 'бизнесмен',3394,2025-08-01 10:17:01.618490,-9
4301,"Объявление: класс ищет рефакторил, чтобы в наушниках: 'флешку'",4516,2025-06-20 10:17:01.618529,-6
